"Probe_Set_ID","Description","Variance_Residual","SumVariance","SampleVariance","PropVar_Residual","RSquare","F_T3_genotype","F_T3_temp","F_T3_genotype_temp","NDF_T3_genotype","NDF_T3_temp","NDF_T3_genotype_temp","DDF_T3_genotype","DDF_T3_temp","DDF_T3_genotype_temp","PrF_T3_genotype","PrF_T3_temp","PrF_T3_genotype_temp","NLP_T3_genotype","NLP_T3_temp","NLP_T3_genotype_temp","Adjusted..PrF_T3__label_1","Adjusted..PrF_T3__label_2","Adjusted..PrF_T3__label_3","Sig.Index.PrF_T3_genotype","Sig.Index.PrF_T3_temp","Sig.Index.PrF_T3_genotype_temp","Sum.Sig.Index.for.F.Tests","Avg.Sig.Index.for.F.Tests"
"AT1G48260","Symbols: CIPK17, SnRK3.21 | CBL-interacting protein kinase  17 | chr1:17813976-17817283 REVERSE LENGTH=1606",0.024211,0.024211,0.154055,1,0.895226,29.5043,1.75538,6.46314,8,1,8,34,34,34,"<.0001","0.194","<.0001",12.40696,0.712115,4.37927,1.01e-11,0.341777,0.000193,1,0,1,2,0.666667
"AT1G48350","Symbols:  | Ribosomal L18p/L5e family protein | chr1:17867204-17868342 FORWARD LENGTH=705",0.026095,0.026095,0.487659,1,0.964326,108.21,8.20605,5.3994,8,1,8,34,34,34,"<.0001","0.0071","0.0002",21.17481,2.148272,3.695602,1.87e-19,0.020466,0.000815,1,1,1,3,1
"AT1G48420","Symbols: D-CDES, ATACD1, ACD1 | D-cysteine desulfhydrase | chr1:17896597-17898804 REVERSE LENGTH=1377",0.016159,0.016159,0.042787,1,0.74823,7.04842,25.7749,3.09207,8,1,8,34,34,34,"<.0001","<.0001","0.0099",4.732388,4.864736,2.004186,9.22e-05,7e-05,0.027496,1,1,1,3,1
"AT1G48450","Symbols:  | Protein of unknown function (DUF760) | chr1:17908503-17910445 REVERSE LENGTH=1508",0.032151,0.032151,0.068831,1,0.688603,5.15689,8.14238,3.59737,8,1,8,34,34,34,"0.0003","0.0073","0.004",3.531635,2.136028,2.399639,0.00115,0.020983,0.012167,1,1,1,3,1
"AT1G48550","Symbols:  | Vacuolar protein sorting-associated protein 26 | chr1:17950569-17952694 REVERSE LENGTH=1247",0.032889,0.032889,0.134034,1,0.836417,9.24271,51.132,6.36952,8,1,8,34,34,34,"<.0001","<.0001","<.0001",5.931472,7.540428,4.321325,7.34e-06,2.49e-07,0.000218,1,1,1,3,1
"AT1G49350","Symbols:  | pfkB-like carbohydrate kinase family protein | chr1:18264971-18267270 FORWARD LENGTH=1472",0.020478,0.020478,0.183156,1,0.925461,49.9142,7.39983,2.84694,8,1,8,34,34,34,"<.0001","0.0102","0.0156",15.83388,1.991257,1.807906,9.76e-15,0.028229,0.040933,1,1,1,3,1
"AT1G49380","Symbols:  | cytochrome c biogenesis protein family | chr1:18276707-18279528 FORWARD LENGTH=2055",0.075873,0.075873,0.787774,1,0.935791,49.5791,76.5835,3.42173,8,1,8,34,34,34,"<.0001","<.0001","0.0054",15.78871,9.500019,2.263683,1.07e-14,4.1e-09,0.016129,1,1,1,3,1
"AT1G49450","Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr1:18305541-18307557 FORWARD LENGTH=2017",0.124022,0.124022,0.434166,1,0.809563,7.6672,55.4169,2.93904,8,1,8,34,34,34,"<.0001","<.0001","0.0131",5.089488,7.909221,1.88196,4.34e-05,1.15e-07,0.035211,1,1,1,3,1
"AT1G49480","Symbols: RTV1 | related to vernalization1 1 | chr1:18314178-18316645 REVERSE LENGTH=1598",0.016299,0.016299,0.153551,1,0.929234,4.0595,379.942,3.3073,8,1,8,34,34,34,"0.0018","<.0001","0.0067",2.749296,19.30228,2.174223,0.005911,9.25e-18,0.019399,1,1,1,3,1
"AT1G49670","Symbols: NQR | ARP protein (REF) | chr1:18380804-18386108 REVERSE LENGTH=2833",0.052013,0.052013,0.419371,1,0.917316,10.0888,259.263,3.58847,8,1,8,34,34,34,"<.0001","<.0001","0.004",6.348486,16.75003,2.392795,3.05e-06,1.56e-15,0.012344,1,1,1,3,1
"AT1G49750","Symbols:  | Leucine-rich repeat (LRR) family protein | chr1:18410929-18412801 REVERSE LENGTH=1755",0.049241,0.049241,0.111175,1,0.704726,5.70787,9.12082,3.31918,8,1,8,34,34,34,"0.0001","0.0048","0.0066",3.899707,2.321415,2.183541,0.000531,0.014293,0.019034,1,1,1,3,1
"AT1G49975","Symbols:  | INVOLVED IN: photosynthesis; LOCATED IN: photosystem I, chloroplast, thylakoid membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Photosystem I reaction centre subunit N (InterPro:IPR008",0.084154,0.084154,1.02861,1,0.945458,64.5304,34.272,5.68922,8,1,8,34,34,34,"<.0001","<.0001","0.0001",17.57571,5.875604,3.887503,2.99e-16,8.25e-06,0.000545,1,1,1,3,1
"AT1G50010","Symbols: TUA2 | tubulin alpha-2 chain | chr1:18517586-18520000 FORWARD LENGTH=1775",0.030523,0.030523,0.490041,1,0.958476,77.2054,152.355,3.96538,8,1,8,34,34,34,"<.0001","<.0001","0.0021",18.81195,13.38657,2.679053,2.49e-17,1.37e-12,0.006833,1,1,1,3,1
"AT1G50120","Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Rgp1 (InterPro:IPR0148",0.03325,0.03325,0.049607,1,0.553146,1.81737,0.10463,3.34717,8,1,8,34,34,34,"0.1079","0.7483","0.0062",0.966964,0.125914,2.205469,0.213483,0.869338,0.018188,0,0,1,1,0.333333
"AT1G50510","Symbols:  | indigoidine synthase A family protein | chr1:18716112-18719328 FORWARD LENGTH=1379",0.024437,0.024437,0.089489,1,0.81795,13.9079,12.1043,3.65479,8,1,8,34,34,34,"<.0001","0.0014","0.0036",7.98974,2.854216,2.443734,9.69e-08,0.004756,0.011109,1,1,1,3,1
"AT1G50575","Symbols:  | Putative lysine decarboxylase family protein | chr1:18728719-18730409 REVERSE LENGTH=1177",0.033093,0.033093,0.213338,1,0.896585,26.5774,1.15898,9.47955,8,1,8,34,34,34,"<.0001","0.2893","<.0001",11.75408,0.538717,6.050496,3.85e-11,0.462609,5.72e-06,1,0,1,2,0.666667
"AT1G50630","Symbols:  | Protein of unknown function (DUF3537) | chr1:18751456-18753669 REVERSE LENGTH=1660",0.072917,0.072917,0.380416,1,0.872216,8.70601,132.313,4.29605,8,1,8,34,34,34,"<.0001","<.0001","0.0012",5.654766,12.54097,2.923635,1.32e-05,7.64e-12,0.004107,1,1,1,3,1
"AT1G50732","Symbols:  | unknown protein. | chr1:18802688-18803363 FORWARD LENGTH=550",0.049553,0.049553,1.168374,1,0.971725,126.599,126.825,3.9629,8,1,8,34,34,34,"<.0001","<.0001","0.0021",22.28616,12.29145,2.677191,2.24e-20,1.27e-11,0.00686,1,1,1,3,1
"AT1G50900","Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866197-18867204 FORWARD LENGTH=793",0.028656,0.028656,0.461377,1,0.958593,92.7108,11.3119,4.00343,8,1,8,34,34,34,"<.0001","0.0019","0.002",20.08769,2.717065,2.707508,1.85e-18,0.006319,0.006442,1,1,1,3,1
"AT1G51060","Symbols: HTA10 | histone H2A 10 | chr1:18926876-18927646 FORWARD LENGTH=674",0.058895,0.058895,0.354012,1,0.889091,20.2324,95.3233,2.88693,8,1,8,34,34,34,"<.0001","<.0001","0.0145",10.10414,10.66833,1.840105,1.17e-09,3.62e-10,0.038351,1,1,1,3,1
"AT1G51070","Symbols: bHLH115 | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18927877-18929680 FORWARD LENGTH=1187",0.041571,0.041571,0.148649,1,0.813559,10.548,0.07664,8.56365,8,1,8,34,34,34,"<.0001","0.7836","<.0001",6.56564,0.10592,5.579675,1.93e-06,0.891398,1.54e-05,1,0,1,2,0.666667
"AT1G51140","Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943457-18945753 REVERSE LENGTH=1625",0.15376,0.15376,0.51274,1,0.80008,9.29763,22.9702,4.65321,8,1,8,34,34,34,"<.0001","<.0001","0.0007",5.959238,4.497014,3.180892,6.93e-06,0.000151,0.002405,1,1,1,3,1
"AT1G51360","Symbols: ATDABB1, DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044184-19044900 FORWARD LENGTH=717",0.038702,0.038702,0.276809,1,0.90679,21.3383,132.811,3.34443,8,1,8,34,34,34,"<.0001","<.0001","0.0063",10.41934,12.56321,2.203322,6.05e-10,7.33e-12,0.018267,1,1,1,3,1
"AT1G51390","Symbols: NFU5, ATNFU1 | NFU domain protein 5 | chr1:19050344-19052094 FORWARD LENGTH=1252",0.036714,0.036714,0.502836,1,0.951324,16.4488,507.006,5.79331,8,1,8,34,34,34,"<.0001","<.0001","0.0001",8.912178,21.283,3.95537,1.4e-08,1.51e-19,0.000473,1,1,1,3,1
"AT1G51420","Symbols: ATSPP1, SPP1 | sucrose-phosphatase 1 | chr1:19064768-19066704 REVERSE LENGTH=1356",0.004591,0.004591,0.018298,1,0.832719,13.0098,36.104,3.38244,8,1,8,34,34,34,"<.0001","<.0001","0.0058",7.634587,6.076119,2.233044,2.04e-07,5.42e-06,0.017174,1,1,1,3,1
"AT1G51430","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G28370.1); Has 13 Blast hits to 13 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (so",0.177266,0.177266,0.90641,1,0.870924,19.5048,32.4002,4.9543,8,1,8,33,33,33,"<.0001","<.0001","0.0004",9.719646,5.621536,3.357477,2.6e-09,1.42e-05,0.00166,1,1,1,3,1
"AT1G51580","Symbols:  | RNA-binding KH domain-containing protein | chr1:19125583-19128161 FORWARD LENGTH=1954",0.018924,0.018924,0.052448,1,0.759458,9.77581,0.82404,2.8699,8,1,8,34,34,34,"<.0001","0.3704","0.0149",6.196835,0.431339,1.826396,4.2e-06,0.55203,0.039433,1,0,1,2,0.666667
"AT1G51670","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G48180.1); Has 37 Blast hits to 37 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (so",0.016227,0.016227,0.038083,1,0.715943,7.61811,0.01149,3.16593,8,1,8,34,34,34,"<.0001","0.9153","0.0087",5.061735,0.03845,2.062789,4.6e-05,0.963059,0.024379,1,0,1,2,0.666667
"AT1G51790","Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19206711-19211417 REVERSE LENGTH=2960",0.020634,0.020634,0.167183,1,0.917719,38.8089,36.5942,3.8953,8,1,8,34,34,34,"<.0001","<.0001","0.0024",14.16699,6.128843,2.62642,2.81e-13,4.85e-06,0.007627,1,1,1,3,1
"AT1G51850","Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19252847-19256783 REVERSE LENGTH=2715",0.001812,0.001812,0.004238,1,0.714897,7.71571,0.18406,3.02182,8,1,8,34,34,34,"<.0001","0.6706","0.0113",5.116809,0.17353,1.948206,4.1e-05,0.817769,0.030808,1,0,1,2,0.666667
"AT1G51920","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, stamen; EXPRESSED DURING: 4 anthesis; Has 22 Blast hits to 22 proteins in 5 species: Archae",0.049664,0.049664,0.106114,1,0.687981,4.60687,1.72586,4.50394,8,1,8,34,34,34,"0.0007","0.1977","0.0008",3.147917,0.703913,3.074244,0.002575,0.346758,0.003004,1,0,1,2,0.666667
"AT1G52190","Symbols:  | Major facilitator superfamily protein | chr1:19434509-19438971 FORWARD LENGTH=2284",0.163978,0.163978,1.380976,1,0.920839,7.21764,275.18,6.99596,8,1,8,34,34,34,"<.0001","<.0001","<.0001",4.831652,17.14163,4.701363,7.5e-05,7.25e-16,9.83e-05,1,1,1,3,1
"AT1G52220","Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein",0.072238,0.072238,0.709572,1,0.93213,33.521,174.186,3.27869,8,1,8,34,34,34,"<.0001","<.0001","0.0071",13.2185,14.20914,2.151752,1.93e-12,2.57e-13,0.020321,1,1,1,3,1
"AT1G52240","Symbols: ATROPGEF11, ROPGEF11, PIRF1 | RHO guanyl-nucleotide exchange factor 11 | chr1:19455766-19459574 REVERSE LENGTH=2046",0.00363,0.00363,0.008273,1,0.707492,4.31134,29.8915,2.73984,8,1,8,34,34,34,"0.0012","<.0001","0.019",2.934798,5.372259,1.721367,0.004013,2.4e-05,0.048777,1,1,1,3,1
"AT1G52590","Symbols:  | Putative thiol-disulphide oxidoreductase DCC | chr1:19589009-19590273 REVERSE LENGTH=776",0.092655,0.092655,0.549623,1,0.887614,29.1745,3.10517,3.99083,8,1,8,34,34,34,"<.0001","0.087","0.002",12.33619,1.060314,2.698094,1.16e-11,0.179099,0.006569,1,0,1,2,0.666667
"AT1G52600","Symbols:  | Peptidase S24/S26A/S26B/S26C family protein | chr1:19590487-19592695 FORWARD LENGTH=877",0.054122,0.054122,0.29946,1,0.879512,25.2121,28.9761,2.99826,8,1,8,34,34,34,"<.0001","<.0001","0.0118",11.42868,5.262477,1.929382,7.53e-11,3.02e-05,0.031991,1,1,1,3,1
"AT1G52690","Symbols:  | Late embryogenesis abundant protein (LEA) family protein | chr1:19619745-19620844 FORWARD LENGTH=862",0.431829,0.431829,2.541697,1,0.886735,15.4015,50.9167,11.0459,8,1,8,34,34,34,"<.0001","<.0001","<.0001",8.54562,7.5214,6.794292,3.03e-08,2.59e-07,1.2e-06,1,1,1,3,1
"AT1G52800","Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:19664044-19665362 FORWARD LENGTH=945",0.034999,0.034999,0.329775,1,0.929247,45.9314,16.102,7.45637,8,1,8,34,34,34,"<.0001","0.0003","<.0001",15.27829,3.505544,4.969613,3.06e-14,0.001214,5.6e-05,1,1,1,3,1
"AT1G52910","Symbols:  | Protein of unknown function (DUF1218) | chr1:19708057-19709323 FORWARD LENGTH=780",0.071342,0.071342,0.333928,1,0.85757,19.7479,21.7761,2.92494,8,1,8,34,34,34,"<.0001","<.0001","0.0135",9.961743,4.33445,1.870644,1.58e-09,0.000212,0.036032,1,1,1,3,1
"AT1G53000","Symbols: KDSB | Nucleotide-diphospho-sugar transferases superfamily protein | chr1:19745046-19747245 REVERSE LENGTH=1269",0.049898,0.049898,0.428567,1,0.923156,43.9113,5.37871,4.11828,8,1,8,33,33,33,"<.0001","0.0267","0.0017",14.67928,1.57318,2.767211,1e-13,0.065615,0.005699,1,0,1,2,0.666667
"AT1G53020","Symbols: UBC26, PFU3 | UBC26 (UBIQUITIN-CONJUGATING ENZYME 26); ubiquitin-protein ligase | chr1:19751372-19753064 REVERSE LENGTH=1182",0.012319,0.012319,0.019537,1,0.579644,1.79917,5.20109,3.56684,8,1,8,34,34,34,"0.1116","0.029","0.0042",0.952178,1.538179,2.376132,0.219588,0.070415,0.012774,0,0,1,1,0.333333
"AT1G53070","Symbols:  | Legume lectin family protein | chr1:19778333-19779373 FORWARD LENGTH=1041",0.114336,0.114336,0.446123,1,0.829141,14.6761,16.5817,4.08475,8,1,8,34,34,34,"<.0001","0.0003","0.0017",8.280796,3.579613,2.768058,5.28e-08,0.001041,0.00569,1,1,1,3,1
"AT1G53080","Symbols:  | Legume lectin family protein | chr1:19781368-19782219 FORWARD LENGTH=852",0.012574,0.012574,0.030031,1,0.720871,5.49158,15.1577,3.66155,8,1,8,34,34,34,"0.0002","0.0004","0.0036",3.757112,3.357343,2.448906,0.000715,0.00166,0.010994,1,1,1,3,1
"AT1G53100","Symbols:  | Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein | chr1:19786900-19789029 REVERSE LENGTH=1457",0.132086,0.132086,0.788649,1,0.888344,26.2831,16.8775,4.54881,8,1,8,34,34,34,"<.0001","0.0002","0.0008",11.68512,3.624895,3.106435,4.44e-11,0.000945,0.00281,1,1,1,3,1
"AT1G53520","Symbols:  | Chalcone-flavanone isomerase family protein | chr1:19976415-19977955 REVERSE LENGTH=974",0.08047,0.08047,1.715116,1,0.968721,95.6191,266.094,4.52446,8,1,8,34,34,34,"<.0001","<.0001","0.0008",20.30425,16.92064,3.088981,1.16e-18,1.12e-15,0.002914,1,1,1,3,1
"AT1G53560","Symbols:  | Ribosomal protein L18ae family | chr1:19984742-19985983 REVERSE LENGTH=651",0.119476,0.119476,1.656218,1,0.951908,9.51342,563.28,3.17111,8,1,8,34,34,34,"<.0001","<.0001","0.0086",6.067369,22.01487,2.066897,5.52e-06,3.62e-20,0.024166,1,1,1,3,1
"AT1G53690","Symbols:  | DNA directed RNA polymerase, 7 kDa subunit | chr1:20042640-20043344 REVERSE LENGTH=245",0.001468,0.001468,0.008068,1,0.878705,18.3967,43.3495,7.18453,8,1,8,34,34,34,"<.0001","<.0001","<.0001",9.549545,6.818907,4.812324,3.71e-09,1.13e-06,7.81e-05,1,1,1,3,1
"AT1G54020","Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:20161670-20163743 REVERSE LENGTH=1291",0.344013,0.344013,1.505913,1,0.847705,9.93814,82.7139,3.66672,8,1,8,34,34,34,"<.0001","<.0001","0.0035",6.275851,9.902992,2.452866,3.56e-06,1.78e-09,0.010908,1,1,1,3,1
"AT1G54030","Symbols: MVP1 | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:20167629-20169600 FORWARD LENGTH=1434",0.03492,0.03492,0.290459,1,0.919851,33.3014,90.6227,3.77614,8,1,8,34,34,34,"<.0001","<.0001","0.0029",13.17636,10.39224,2.536311,2.1e-12,6.41e-10,0.009186,1,1,1,3,1
"AT1G54040","Symbols: ESP, TASTY | epithiospecifier protein | chr1:20170715-20173949 REVERSE LENGTH=1370",0.073385,0.073385,6.607635,1,0.992596,542.192,154.364,10.0912,8,1,8,34,34,34,"<.0001","<.0001","<.0001",32.80834,13.46621,6.349602,7.71e-30,1.17e-12,3.04e-06,1,1,1,3,1
"AT1G54080","Symbols: UBP1A | oligouridylate-binding protein 1A | chr1:20183581-20186909 REVERSE LENGTH=1720",0.016496,0.016496,0.110227,1,0.900231,27.1661,60.0114,2.81586,8,1,8,34,34,34,"<.0001","<.0001","0.0165",11.89009,8.285042,1.782837,2.92e-11,5.23e-08,0.043029,1,1,1,3,1
"AT1G54100","Symbols: ALDH7B4 | aldehyde dehydrogenase 7B4 | chr1:20195264-20198973 REVERSE LENGTH=1818",0.126202,0.126202,0.887403,1,0.90519,35.8517,7.97638,3.14027,8,1,8,34,34,34,"<.0001","0.0079","0.0091",13.65161,2.103982,2.042464,8.03e-13,0.022401,0.025417,1,1,1,3,1
"AT1G54500","Symbols:  | Rubredoxin-like superfamily protein | chr1:20356954-20357788 REVERSE LENGTH=835",0.022653,0.022653,0.502474,1,0.969944,96.0204,263.633,8.42765,8,1,8,34,34,34,"<.0001","<.0001","<.0001",20.33364,16.85964,5.507259,1.09e-18,1.25e-15,1.8e-05,1,1,1,3,1
"AT1G54680","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G272",0.015106,0.015106,0.293434,1,0.966024,98.5433,143.349,3.27235,8,1,8,33,33,33,"<.0001","<.0001","0.0074",20.06242,12.82809,2.129795,1.93e-18,4.25e-12,0.021254,1,1,1,3,1
"AT1G54710","Symbols: ATATG18H, ATG18H | homolog of yeast autophagy 18 (ATG18) H | chr1:20416770-20421035 REVERSE LENGTH=3335",0.040935,0.040935,0.128783,1,0.788095,12.1497,8.27763,2.73082,8,1,8,34,34,34,"<.0001","0.0069","0.0193",7.278015,2.162007,1.714063,4.31e-07,0.019905,0.04949,1,1,1,3,1
"AT1G54780","Symbols: TLP18.3 | thylakoid lumen 18.3 kDa protein | chr1:20439434-20441159 FORWARD LENGTH=1163",0.06377,0.06377,0.49436,1,0.914003,30.9254,91.3322,2.87237,8,1,8,34,34,34,"<.0001","<.0001","0.0148",12.70434,10.43458,1.828385,5.51e-12,5.86e-10,0.039293,1,1,1,3,1
"AT1G54830","Symbols: NF-YC3 | nuclear factor Y, subunit C3 | chr1:20451083-20452671 FORWARD LENGTH=1159",0.031348,0.031348,0.106526,1,0.803814,8.42648,18.6589,6.53768,8,1,8,34,34,34,"<.0001","0.0001","<.0001",5.506634,3.891396,4.425106,1.8e-05,0.000541,0.000176,1,1,1,3,1
"AT1G55170","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G14750.1); Has 13439 Blast hits to 8993 proteins in 828 species: Archae - 344; Bacteria - 1469; Metazoa - 6958; Fungi - 1008; Plants - 683; Viruses - 29; Othe",0.034146,0.034146,0.243502,1,0.906515,16.8989,166.399,3.11296,8,1,8,34,34,34,"<.0001","<.0001","0.0095",9.064348,13.92613,2.020787,1.02e-08,4.62e-13,0.026561,1,1,1,3,1
"AT1G55260","Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr1:20614610-20616436 FORWARD LENGTH=1006",0.070106,0.070106,0.434459,1,0.892423,31.4501,6.51968,3.03135,8,1,8,34,34,34,"<.0001","0.0153","0.0111",12.8112,1.814609,1.955817,4.4e-12,0.040395,0.03033,1,1,1,3,1
"AT1G55310","Symbols: SR33, ATSCL33, SCL33, At-SCL33 | SC35-like splicing factor 33 | chr1:20630065-20632885 FORWARD LENGTH=1072",0.074332,0.074332,1.106829,1,0.955228,14.1916,551.541,5.19052,8,1,8,34,34,34,"<.0001","<.0001","0.0003",8.098563,21.86807,3.554556,7.72e-08,4.88e-20,0.001097,1,1,1,3,1
"AT1G55500","Symbols: ECT4 | evolutionarily conserved C-terminal region 4 | chr1:20719548-20722739 FORWARD LENGTH=2267",0.042144,0.042144,0.122096,1,0.769889,7.04316,12.522,5.01802,8,1,8,34,34,34,"<.0001","0.0012","0.0004",4.729284,2.92537,3.436314,9.28e-05,0.004093,0.001404,1,1,1,3,1
"AT1G55670","Symbols: PSAG | photosystem I subunit G | chr1:20802670-20803449 REVERSE LENGTH=780",0.050885,0.050885,0.364838,1,0.907017,26.0035,81.6476,4.94808,8,1,8,34,34,34,"<.0001","<.0001","0.0004",11.61902,9.834469,3.387917,5.08e-11,2.05e-09,0.001558,1,1,1,3,1
"AT1G55810","Symbols: UKL3 | uridine kinase-like 3 | chr1:20860609-20864266 FORWARD LENGTH=1768",0.082544,0.082544,0.442169,1,0.875546,19.7017,58.8113,2.97572,8,1,8,34,34,34,"<.0001","<.0001","0.0123",9.948026,8.188727,1.911346,1.62e-09,6.4e-08,0.033176,1,1,1,3,1
"AT1G55850","Symbols: ATCSLE1, CSLE1 | cellulose synthase like E1 | chr1:20876699-20879482 FORWARD LENGTH=2311",0.113291,0.113291,0.818798,1,0.907758,30.8727,36.6447,5.96501,8,1,8,34,34,34,"<.0001","<.0001","<.0001",12.69352,6.134251,4.066125,5.63e-12,4.79e-06,0.000375,1,1,1,3,1
"AT1G55915","Symbols:  | zinc ion binding | chr1:20907547-20909638 FORWARD LENGTH=1540",0.042913,0.042913,0.185881,1,0.846091,5.83042,103.719,4.07355,8,1,8,34,34,34,"0.0001","<.0001","0.0017",3.979438,11.13708,2.759739,0.000449,1.37e-10,0.005786,1,1,1,3,1
"AT1G56145","Symbols:  | Leucine-rich repeat transmembrane protein kinase | chr1:21008093-21014012 REVERSE LENGTH=3249",0.017517,0.017517,0.173756,1,0.93279,53.5416,15.1987,3.88642,8,1,8,34,34,34,"<.0001","0.0004","0.0024",16.30595,3.363846,2.619739,3.75e-15,0.001638,0.007734,1,1,1,3,1
"AT1G56170","Symbols: HAP5B, ATHAP5B, NF-YC2 | nuclear factor Y, subunit C2 | chr1:21024764-21025883 FORWARD LENGTH=812",0.058972,0.058972,0.634033,1,0.937993,24.056,256.379,8.02823,8,1,8,34,34,34,"<.0001","<.0001","<.0001",11.14154,16.67681,5.29061,1.36e-10,1.81e-15,2.85e-05,1,1,1,3,1
"AT1G56180","Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G27290.1); Has 436 Bl",0.026158,0.026158,0.154823,1,0.887365,5.20698,188.717,3.9621,8,1,8,34,34,34,"0.0003","<.0001","0.0021",3.565755,14.70983,2.676596,0.001071,9.45e-14,0.006869,1,1,1,3,1
"AT1G56190","Symbols:  | Phosphoglycerate kinase family protein | chr1:21028216-21030614 FORWARD LENGTH=1689",0.035836,0.035836,0.329559,1,0.927506,41.7788,76.993,3.72798,8,1,8,34,34,34,"<.0001","<.0001","0.0032",14.65083,9.527633,2.499667,1.06e-13,3.88e-09,0.009907,1,1,1,3,1
"AT1G56670","Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:21241673-21244047 FORWARD LENGTH=1219",0.02414,0.02414,0.083672,1,0.80766,13.4875,9.49842,3.21848,8,1,8,34,34,34,"<.0001","0.0041","0.0079",7.825582,2.391441,2.104329,1.37e-07,0.012378,0.022386,1,1,1,3,1
"AT1G57600","Symbols:  | MBOAT (membrane bound O-acyl transferase) family protein | chr1:21330512-21334727 REVERSE LENGTH=1950",0.028512,0.028512,0.123936,1,0.846629,13.6689,60.4382,2.88131,8,1,8,34,34,34,"<.0001","<.0001","0.0146",7.89684,8.318997,1.835578,1.18e-07,4.88e-08,0.038705,1,1,1,3,1
"AT1G57630","Symbols:  | Toll-Interleukin-Resistance (TIR) domain family protein | chr1:21345639-21346157 FORWARD LENGTH=519",0.036632,0.036632,0.300781,1,0.920463,42.389,49.5658,19.7041,8,1,8,32,32,32,"<.0001","<.0001","<.0001",14.15359,7.255502,9.603073,2.89e-13,4.52e-07,3.32e-09,1,1,1,3,1
"AT1G58150","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: in 9 processes; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1 Blast hits to 1 proteins in 1 species:",0.005899,0.005899,0.089557,1,0.956089,63.7264,52.8822,21.225,8,1,8,34,34,34,"<.0001","<.0001","<.0001",17.48986,7.693317,10.38767,3.54e-16,1.81e-07,6.47e-10,1,1,1,3,1
"AT1G58170","Symbols:  | Disease resistance-responsive (dirigent-like protein) family protein | chr1:21536128-21536836 FORWARD LENGTH=709",0.009773,0.009773,0.085958,1,0.9242,44.0838,0.21656,7.76534,8,1,8,34,34,34,"<.0001","0.6446","<.0001",15.00567,0.19068,5.144668,5.22e-14,0.798417,3.86e-05,1,0,1,2,0.666667
"AT1G58210","Symbols: EMB1674 | kinase interacting family protein | chr1:21553621-21558056 FORWARD LENGTH=3741",0.002128,0.002128,0.003078,1,0.53911,1.82773,0.01273,3.2875,8,1,8,34,34,34,"0.1058","0.9108","0.0069",0.975386,0.040558,2.158678,0.210137,0.960886,0.020042,0,0,1,1,0.333333
