"Probe_Set_ID","Description","Variance_Residual","SumVariance","SampleVariance","PropVar_Residual","RSquare","F_T3_genotype","F_T3_temp","F_T3_genotype_temp","NDF_T3_genotype","NDF_T3_temp","NDF_T3_genotype_temp","DDF_T3_genotype","DDF_T3_temp","DDF_T3_genotype_temp","PrF_T3_genotype","PrF_T3_temp","PrF_T3_genotype_temp","NLP_T3_genotype","NLP_T3_temp","NLP_T3_genotype_temp","Adjusted..PrF_T3__label_1","Adjusted..PrF_T3__label_2","Adjusted..PrF_T3__label_3","Sig.Index.PrF_T3_genotype","Sig.Index.PrF_T3_temp","Sig.Index.PrF_T3_genotype_temp","Sum.Sig.Index.for.F.Tests","Avg.Sig.Index.for.F.Tests"
"AT1G69260","Symbols: AFP1 | ABI five binding protein | chr1:26039048-26040720 FORWARD LENGTH=1454",0.182913,0.182913,0.472613,1,0.741983,5.58248,20.1035,4.0235,8,1,8,34,34,34,"0.0002","<.0001","0.0019",3.817335,4.100233,2.722486,0.000631,0.000348,0.006248,1,1,1,3,1
"AT1G69280","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G03630.1); Has 885 Blast hits to 474 proteins in 40 species: Archae - 0; Bacteria - 4; Metazoa - 731; Fungi - 9; Plants - 68; Viruses - 0; Other Eukaryotes -",0.01036,0.01036,0.035691,1,0.806497,15.5688,7.21344,1.06828,8,1,8,34,34,34,"<.0001","0.0111","0.4077",8.605397,1.954324,0.389696,2.67e-08,0.030419,0.590905,1,1,0,2,0.666667
"AT1G69295","Symbols: PDCB4 | plasmodesmata callose-binding protein 4 | chr1:26050197-26052567 REVERSE LENGTH=1688",0.044956,0.044956,0.127014,1,0.764038,6.57631,43.4414,1.79608,8,1,8,34,34,34,"<.0001","<.0001","0.1123",4.448763,6.827861,0.949667,0.000167,1.11e-06,0.220614,1,1,0,2,0.666667
"AT1G69310","Symbols: WRKY57, ATWRKY57 | WRKY DNA-binding protein 57 | chr1:26054308-26058035 REVERSE LENGTH=1360",0.024191,0.024191,0.262924,1,0.938662,37.5964,199.947,3.58095,8,1,8,34,34,34,"<.0001","<.0001","0.0041",13.96,15.07479,2.386998,4.32e-13,4.56e-14,0.012491,1,1,1,3,1
"AT1G69330","Symbols:  | RING/U-box superfamily protein | chr1:26063816-26065505 REVERSE LENGTH=1374",0.055705,0.055705,0.094694,1,0.607824,4.87667,6.23684,0.76628,8,1,8,34,34,34,"0.0005","0.0175","0.6343",3.338219,1.756575,0.197699,0.001729,0.045377,0.790672,1,1,0,2,0.666667
"AT1G69340","Symbols:  | appr-1-p processing enzyme family protein | chr1:26065724-26069821 FORWARD LENGTH=2101",0.043403,0.043403,0.084508,1,0.657604,5.33774,18.967,0.39347,8,1,8,34,34,34,"0.0002","0.0001","0.9164",3.654211,3.936473,0.037905,0.000889,0.000492,0.963602,1,1,0,2,0.666667
"AT1G69370","Symbols: CM3, cm-3 | chorismate mutase 3 | chr1:26079956-26081727 FORWARD LENGTH=1261",0.063906,0.063906,0.222309,1,0.808356,1.50459,116.684,1.68391,8,1,8,34,34,34,"0.1922","<.0001","0.1384",0.716186,11.80693,0.858993,0.339153,3.46e-11,0.26147,0,1,0,1,0.333333
"AT1G69380","Symbols:  | Protein of unknown function (DUF155) | chr1:26081566-26083606 REVERSE LENGTH=1460",0.023635,0.023635,0.076331,1,0.793572,3.17023,96.1635,0.70941,8,1,8,34,34,34,"0.0086","<.0001","0.6813",2.0662,10.7166,0.16664,0.024201,3.28e-10,0.825131,1,1,0,2,0.666667
"AT1G69390","Symbols: ATMINE1, MINE1, ARC12 | homologue of bacterial MinE 1 | chr1:26084635-26086481 FORWARD LENGTH=973",0.029386,0.029386,0.105241,1,0.813846,7.00788,78.2864,1.35283,8,1,8,34,34,34,"<.0001","<.0001","0.2521",4.708422,9.614192,0.598381,9.7e-05,3.25e-09,0.417799,1,1,0,2,0.666667
"AT1G69410","Symbols: ATELF5A-3, ELF5A-3 | eukaryotic elongation factor 5A-3 | chr1:26089202-26090386 FORWARD LENGTH=768",0.045871,0.045871,0.42395,1,0.927868,11.5453,292.069,4.10611,8,1,8,34,34,34,"<.0001","<.0001","0.0016",7.016974,17.5356,2.7839,7.44e-07,3.24e-16,0.005504,1,1,1,3,1
"AT1G69420","Symbols:  | DHHC-type zinc finger family protein | chr1:26093196-26096907 FORWARD LENGTH=2064",0.08015,0.08015,0.322934,1,0.834538,17.8282,15.6793,0.93478,8,1,8,34,34,34,"<.0001","0.0004","0.5012",9.369094,3.439601,0.299979,5.39e-09,0.001395,0.680367,1,1,0,2,0.666667
"AT1G69440","Symbols: AGO7, ZIP | Argonaute family protein | chr1:26101527-26105166 REVERSE LENGTH=3161",0.094478,0.094478,0.110047,1,0.427651,2.00248,7.91909,0.42126,8,1,8,34,34,34,"0.0762","0.0081","0.9001",1.118121,2.092881,0.045709,0.160531,0.022907,0.956031,0,1,0,1,0.333333
"AT1G69450","Symbols:  | Early-responsive to dehydration stress protein (ERD4) | chr1:26106911-26110267 REVERSE LENGTH=2487",0.116322,0.116322,0.465772,1,0.833507,10.7331,74.5739,0.73746,8,1,8,34,34,34,"<.0001","<.0001","0.6581",6.651453,9.362961,0.181714,1.61e-06,5.47e-09,0.808365,1,1,0,2,0.666667
"AT1G69470","Symbols:  | unknown protein; Has 6 Blast hits to 6 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26113575-26113997 FORWARD LENGTH=423",0.001982,0.001982,0.002516,1,0.474927,1.83455,8.34881,1.10558,8,1,8,34,34,34,"0.1045","0.0067","0.3838",0.980935,2.175632,0.415862,0.207937,0.019342,0.566466,0,1,0,1,0.333333
"AT1G69480","Symbols:  | EXS (ERD1/XPR1/SYG1) family protein | chr1:26114112-26117797 REVERSE LENGTH=2484",0.109053,0.109053,0.83911,1,0.913358,24.3515,114.105,5.71989,8,1,8,34,34,34,"<.0001","<.0001","0.0001",11.21601,11.67841,3.90756,1.16e-10,4.5e-11,0.000523,1,1,1,3,1
"AT1G69510","Symbols:  | cAMP-regulated phosphoprotein 19-related protein | chr1:26126350-26127961 FORWARD LENGTH=780",0.133919,0.133919,0.341698,1,0.738719,3.46163,59.4771,0.35243,8,1,8,34,34,34,"0.0051","<.0001","0.938",2.294707,8.242321,0.027785,0.015107,5.72e-08,0.974245,1,1,0,2,0.666667
"AT1G69523","Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr1:26129551-26131292 FORWARD LENGTH=1314",0.043655,0.043655,0.521542,1,0.944198,67.5979,6.51971,4.72207,8,1,8,34,34,34,"<.0001","0.0153","0.0006",17.89441,1.814613,3.229666,1.56e-16,0.040395,0.002171,1,1,1,3,1
"AT1G69530","Symbols: ATEXPA1, EXP1, AT-EXP1, ATEXP1, ATHEXP ALPHA 1.2, EXPA1 | expansin A1 | chr1:26141836-26143496 FORWARD LENGTH=1319",0.538434,0.538434,1.475966,1,0.756799,1.23958,88.0811,1.09685,8,1,8,34,34,34,"0.3069","<.0001","0.3893",0.513043,10.23854,0.409696,0.48277,8.86e-10,0.572387,0,1,0,1,0.333333
"AT1G69550","Symbols:  | disease resistance protein (TIR-NBS-LRR class) | chr1:26148021-26153555 REVERSE LENGTH=5199",0.024819,0.024819,0.11068,1,0.850505,18.5063,12.8991,3.79263,8,1,8,34,34,34,"<.0001","0.001","0.0028",9.583863,2.988926,2.548828,3.46e-09,0.003586,0.008954,1,1,1,3,1
"AT1G69570","Symbols:  | Dof-type zinc finger DNA-binding family protein | chr1:26161528-26163496 REVERSE LENGTH=1709",0.218839,0.218839,0.821244,1,0.822351,8.55321,62.0666,3.15469,8,1,8,34,34,34,"<.0001","<.0001","0.0088",5.574144,8.447116,2.053892,1.56e-05,3.74e-08,0.024824,1,1,1,3,1
"AT1G69580","Symbols:  | Homeodomain-like superfamily protein | chr1:26171943-26173612 FORWARD LENGTH=1195",0.044522,0.044522,0.10629,1,0.720751,1.67439,62.5712,1.15174,8,1,8,34,34,34,"0.1408","<.0001","0.3558",0.851338,8.486362,0.448806,0.265189,3.44e-08,0.536971,0,1,0,1,0.333333
"AT1G69610","Symbols:  | Protein of unknown function (DUF1666) | chr1:26186954-26189489 FORWARD LENGTH=2051",0.027378,0.027378,0.168014,1,0.891365,18.8015,32.1806,11.6627,8,1,8,34,34,34,"<.0001","<.0001","<.0001",9.675437,5.639667,7.068372,2.85e-09,1.36e-05,6.7e-07,1,1,1,3,1
"AT1G69620","Symbols: RPL34 | ribosomal protein L34 | chr1:26189836-26191323 FORWARD LENGTH=666",0.034036,0.034036,0.12027,1,0.811333,3.66018,96.4042,2.46036,8,1,8,34,34,34,"0.0036","<.0001","0.0321",2.447856,10.73037,1.493753,0.011017,3.18e-10,0.076917,1,1,0,2,0.666667
"AT1G69640","Symbols: SBH1 | sphingoid base hydroxylase 1 | chr1:26193659-26195695 REVERSE LENGTH=1286",0.040815,0.040815,0.131232,1,0.792656,14.8962,8.88255,0.78877,8,1,8,34,34,34,"<.0001","0.0053","0.6159",8.362134,2.276803,0.210507,4.46e-08,0.015688,0.776358,1,1,0,2,0.666667
"AT1G69700","Symbols: ATHVA22C, HVA22C | HVA22 homologue C | chr1:26220238-26221825 FORWARD LENGTH=816",0.078567,0.078567,0.59914,1,0.912578,36.7922,30.1599,2.87473,8,1,8,34,34,34,"<.0001","<.0001","0.0148",13.81945,5.40414,1.83029,5.74e-13,2.24e-05,0.039137,1,1,1,3,1
"AT1G69720","Symbols: HO3 | heme oxygenase 3 | chr1:26226866-26228580 FORWARD LENGTH=1115",0.063603,0.063603,1.341957,1,0.968719,121.491,8.07671,1.89738,8,1,8,33,33,33,"<.0001","0.0076","0.094",21.49861,2.117441,1.027094,9.93e-20,0.021791,0.190723,1,1,0,2,0.666667
"AT1G69740","Symbols: HEMB1 | Aldolase superfamily protein | chr1:26231804-26234963 FORWARD LENGTH=1680",0.02461,0.02461,0.361735,1,0.954645,60.5438,214.822,1.3423,8,1,8,34,34,34,"<.0001","<.0001","0.2568",17.13986,15.53195,0.590339,7.27e-16,1.82e-14,0.423775,1,1,0,2,0.666667
"AT1G69770","Symbols: CMT3 | chromomethylase 3 | chr1:26248318-26253585 REVERSE LENGTH=2764",0.082185,0.082185,0.189967,1,0.711583,8.50314,6.03034,1.54141,8,1,8,34,34,34,"<.0001","0.0193","0.1798",5.54754,1.713791,0.745239,1.65e-05,0.049516,0.322124,1,1,0,2,0.666667
"AT1G69790","Symbols:  | Protein kinase superfamily protein | chr1:26266609-26269013 FORWARD LENGTH=1588",0.066247,0.066247,0.13891,1,0.682062,6.6199,7.76366,1.52244,8,1,8,34,34,34,"<.0001","0.0087","0.1861",4.475377,2.062653,0.730252,0.000158,0.024386,0.330944,1,1,0,2,0.666667
"AT1G69800","Symbols:  | Cystathionine beta-synthase (CBS) protein | chr1:26274230-26276329 REVERSE LENGTH=1621",0.074773,0.074773,0.106738,1,0.53298,1.88828,16.1619,1.00124,8,1,8,34,34,34,"0.0945","0.0003","0.4531",1.024718,3.514842,0.343822,0.191513,0.001191,0.63541,0,1,0,1,0.333333
"AT1G69830","Symbols: ATAMY3, AMY3 | alpha-amylase-like 3 | chr1:26288278-26293053 REVERSE LENGTH=2954",0.220211,0.220211,0.621017,1,0.763602,3.30966,78.793,0.72968,8,1,8,34,34,34,"0.0067","<.0001","0.6645",2.176073,9.647817,0.177483,0.019323,3.03e-09,0.813277,1,1,0,2,0.666667
"AT1G69840","Symbols:  | SPFH/Band 7/PHB domain-containing membrane-associated protein family | chr1:26293601-26295849 REVERSE LENGTH=1368",0.203309,0.203309,0.414592,1,0.673077,5.33536,12.3987,1.45949,8,1,8,34,34,34,"0.0002","0.0012","0.2085",3.652608,2.904443,0.680834,0.000892,0.004276,0.361291,1,1,0,2,0.666667
"AT1G69870","Symbols: NRT1.7 | nitrate transporter 1.7 | chr1:26316027-26320220 FORWARD LENGTH=2167",0.097521,0.097521,0.596912,1,0.891083,6.11191,211.84,1.61313,8,1,8,34,34,34,"<.0001","<.0001","0.1577",4.159726,15.44254,0.802258,0.000307,2.19e-14,0.290359,1,1,0,2,0.666667
"AT1G69935","Symbols: SHW1 | short hypocotyl in white light1 | chr1:26341801-26343126 REVERSE LENGTH=894",0.082742,0.082742,0.282453,1,0.804706,3.34395,100.142,0.96328,8,1,8,34,34,34,"0.0063","<.0001","0.4802",2.202952,10.94101,0.318568,0.018279,2.06e-10,0.661286,1,1,0,2,0.666667
"AT1G69970","Symbols: CLE26 | CLAVATA3/ESR-RELATED 26 | chr1:26353047-26354256 REVERSE LENGTH=341",0.012893,0.012893,0.025196,1,0.658853,3.12593,15.2582,3.05753,8,1,8,34,34,34,"0.0093","0.0004","0.0106",2.031088,3.373273,1.976693,0.026015,0.001606,0.029069,1,1,1,3,1
"AT1G69980","Symbols:  | unknown protein; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30 Blast hits to 30 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0;",0.074739,0.074739,0.096353,1,0.482879,1.8332,9.18935,1.05725,8,1,8,34,34,34,"0.1048","0.0046","0.4149",0.979842,2.334184,0.382048,0.208332,0.013922,0.598149,0,1,0,1,0.333333
"AT1G70100","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24160.2); Has 3037 Blast hits to 2309 proteins in 344 species: Archae - 6; Bacteria - 672; Metazoa - 1089; Fungi - 230; Plants - 220; Viruses - 37; Other Euk",0.133266,0.133266,0.137056,1,0.351771,0.4417,8.92719,0.72083,8,1,8,34,34,34,"0.8873","0.0052","0.6719",0.05193,2.285186,0.172717,0.949393,0.015413,0.818746,0,1,0,1,0.333333
"AT1G70150","Symbols:  | zinc ion binding | chr1:26416898-26419588 FORWARD LENGTH=1192",0.048301,0.048301,0.121866,1,0.735773,1.68623,58.729,2.60449,8,1,8,34,34,34,"0.1378","<.0001","0.0245",0.860863,8.182073,1.611424,0.260545,6.49e-08,0.0608,0,1,0,1,0.333333
"AT1G70160","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match",0.066277,0.066277,0.233954,1,0.81114,13.4067,36.0263,0.18002,8,1,8,34,34,34,"<.0001","<.0001","0.9922",7.793626,6.067722,0.003414,1.46e-07,5.51e-06,0.99704,1,1,0,2,0.666667
"AT1G70180","Symbols:  | Sterile alpha motif (SAM) domain-containing protein | chr1:26426341-26429361 FORWARD LENGTH=1970",0.046198,0.046198,0.062274,1,0.505433,2.3465,7.56542,1.23203,8,1,8,34,34,34,"0.0398","0.0095","0.3109",1.40048,2.023865,0.507445,0.092757,0.026392,0.487262,0,1,0,1,0.333333
"AT1G70190","Symbols:  | Ribosomal protein L7/L12, oligomerisation;Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like | chr1:26430543-26431578 FORWARD LENGTH=1036",0.078746,0.078746,0.1061,1,0.50521,0.50308,19.7235,1.30358,8,1,8,34,34,34,"0.8453","<.0001","0.2748",0.072972,4.045897,0.560959,0.927769,0.000391,0.445235,0,1,0,1,0.333333
"AT1G70210","Symbols: CYCD1;1, ATCYCD1;1 | CYCLIN D1;1 | chr1:26439864-26442829 FORWARD LENGTH=2020",0.084904,0.084904,0.37327,1,0.84836,13.3622,78.9776,1.31152,8,1,8,34,34,34,"<.0001","<.0001","0.271",7.775946,9.66003,0.566962,1.52e-07,2.95e-09,0.440784,1,1,0,2,0.666667
"AT1G70230","Symbols: TBL27 | TRICHOME BIREFRINGENCE-LIKE 27 | chr1:26450245-26451945 FORWARD LENGTH=1616",0.251953,0.251953,0.335057,1,0.498685,2.95613,7.54407,0.30461,8,1,8,34,34,34,"0.0127","0.0096","0.9591",1.895658,2.019671,0.018134,0.034252,0.026621,0.983104,1,1,0,2,0.666667
"AT1G70250","Symbols:  | receptor serine/threonine kinase, putative | chr1:26452965-26456088 FORWARD LENGTH=2410",0.014556,0.014556,0.034128,1,0.715661,5.19863,33.8307,1.019,8,1,8,34,34,34,"0.0003","<.0001","0.4407",3.560077,5.826456,0.355824,0.001084,9.15e-06,0.623982,1,1,0,2,0.666667
"AT1G70270","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G23965.1); Has 20 Blast hits to 20 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (so",0.06721,0.06721,0.352436,1,0.872866,14.3922,60.9525,4.94374,8,1,8,34,34,34,"<.0001","<.0001","0.0004",8.174524,8.359699,3.384903,6.59e-08,4.48e-08,0.001568,1,1,1,3,1
"AT1G70280","Symbols:  | NHL domain-containing protein | chr1:26465893-26468703 REVERSE LENGTH=2043",0.150837,0.150837,0.666904,1,0.849217,18.7964,27.7494,1.81291,8,1,8,34,34,34,"<.0001","<.0001","0.1088",9.673861,5.11267,0.963342,2.86e-09,4.13e-05,0.214934,1,1,0,2,0.666667
"AT1G70290","Symbols: ATTPS8, TPS8, ATTPSC | trehalose-6-phosphatase synthase S8 | chr1:26471078-26474786 REVERSE LENGTH=3019",0.525072,0.525072,1.007838,1,0.652675,2.38603,30.0459,1.30646,8,1,8,34,34,34,"0.0369","<.0001","0.2734",1.432886,5.390614,0.56313,0.086864,2.3e-05,0.443681,0,1,0,1,0.333333
"AT1G70300","Symbols: KUP6 | K+ uptake permease 6 | chr1:26477880-26481630 REVERSE LENGTH=2859",0.015955,0.015955,0.056495,1,0.811726,15.0633,11.6261,1.45292,8,1,8,34,34,34,"<.0001","0.0017","0.211",8.423307,2.771796,0.675703,3.92e-08,0.005645,0.364566,1,1,0,2,0.666667
"AT1G70310","Symbols: SPDS2 | spermidine synthase 2 | chr1:26485306-26487435 REVERSE LENGTH=1297",0.029936,0.029936,0.090607,1,0.779736,5.6498,55.1969,1.86982,8,1,8,34,34,34,"0.0001","<.0001","0.0978",3.86166,7.890731,1.009668,0.000575,1.19e-07,0.197082,1,1,0,2,0.666667
"AT1G70330","Symbols: ENT1,AT, ENT1 | equilibrative nucleotide transporter 1 | chr1:26502909-26504619 FORWARD LENGTH=1623",0.018361,0.018361,0.114735,1,0.893316,7.13462,196.956,2.31348,8,1,8,34,34,34,"<.0001","<.0001","0.0423",4.783106,14.97932,1.373385,8.3e-05,5.51e-14,0.097858,1,1,0,2,0.666667
"AT1G70350","Symbols:  | unknown protein; Has 98 Blast hits to 98 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 98; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26507114-26508285 REVERSE LENGTH=568",0.079835,0.079835,0.199933,1,0.733793,8.84517,9.39316,1.58472,8,1,8,34,34,34,"<.0001","0.0042","0.1661",5.727466,2.372001,0.779607,1.13e-05,0.012885,0.302608,1,1,0,2,0.666667
"AT1G70360","Symbols:  | F-box family protein | chr1:26508778-26509325 FORWARD LENGTH=525",0.032266,0.032266,0.065175,1,0.669955,3.47355,33.7956,0.5337,8,1,8,34,34,34,"0.005","<.0001","0.8227",2.303961,5.822527,0.084735,0.014818,9.23e-06,0.915429,1,1,0,2,0.666667
"AT1G70370","Symbols: PG2 | polygalacturonase 2 | chr1:26512681-26515188 REVERSE LENGTH=2267",0.069583,0.069583,0.61361,1,0.9244,47.0709,28.3728,2.14764,8,1,8,34,34,34,"<.0001","<.0001","0.0579",15.44156,5.189193,1.237221,2.19e-14,3.52e-05,0.127524,1,1,0,2,0.666667
"AT1G70410","Symbols: ATBCA4, BCA4 | beta carbonic anhydrase 4 | chr1:26533926-26536926 REVERSE LENGTH=1353",0.055318,0.055318,0.467131,1,0.921052,18.5687,227.865,2.42679,8,1,8,34,34,34,"<.0001","<.0001","0.0342",9.603307,15.91075,1.466277,3.32e-09,8.34e-15,0.081288,1,1,0,2,0.666667
"AT1G70430","Symbols:  | Protein kinase superfamily protein | chr1:26545414-26549216 FORWARD LENGTH=2151",0.020839,0.020839,0.069282,1,0.799473,11.6061,33.9768,1.13551,8,1,8,34,34,34,"<.0001","<.0001","0.3655",7.043628,5.84276,0.437152,7.05e-07,8.84e-06,0.547093,1,1,0,2,0.666667
"AT1G70470","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G23530.1); Has 64 Blast hits to 64 proteins in 22 species: Archae - 0; Bacteria - 2; Metazoa - 7; Fungi - 10; Plants - 43; Viruses - 0; Other Eukaryotes - 2 (",0.042576,0.042576,0.147848,1,0.808019,9.91991,56.1672,1.8301,8,1,8,34,34,34,"<.0001","<.0001","0.1054",6.267015,7.971927,0.977316,3.62e-06,1.01e-07,0.209334,1,1,0,2,0.666667
"AT1G70500","Symbols:  | Pectin lyase-like superfamily protein | chr1:26566579-26568729 REVERSE LENGTH=1407",0.004068,0.004068,0.010428,1,0.739941,7.19195,25.9701,1.66937,8,1,8,34,34,34,"<.0001","<.0001","0.1421",4.816664,4.889635,0.847302,7.75e-05,6.64e-05,0.267148,1,1,0,2,0.666667
"AT1G70550","Symbols:  | Protein of Unknown Function (DUF239) | chr1:26597152-26600219 FORWARD LENGTH=1754",0.043811,0.043811,0.08149,1,0.641584,4.50586,17.666,1.82834,8,1,8,34,34,34,"0.0008","0.0002","0.1057",3.075625,3.744137,0.975886,0.002996,0.000735,0.209947,1,1,0,2,0.666667
"AT1G70560","Symbols: WEI8, TAA1, SAV3 | tryptophan aminotransferase of Arabidopsis 1 | chr1:26604855-26607503 FORWARD LENGTH=1399",0.02813,0.02813,0.091098,1,0.79414,12.7867,9.92737,2.58954,8,1,8,34,34,34,"<.0001","0.0034","0.0252",7.543677,2.47002,1.599246,2.47e-07,0.010524,0.062296,1,1,0,2,0.666667
"AT1G70570","Symbols:  | anthranilate phosphoribosyltransferase, putative | chr1:26608625-26612309 FORWARD LENGTH=2240",0.022649,0.022649,0.060289,1,0.749549,7.287,22.1018,2.2382,8,1,8,34,34,34,"<.0001","<.0001","0.0488",4.87198,4.379161,1.31159,6.9e-05,0.000193,0.110418,1,1,0,2,0.666667
"AT1G70580","Symbols: AOAT2, GGT2 | alanine-2-oxoglutarate aminotransferase 2 | chr1:26612632-26616069 FORWARD LENGTH=1851",0.291537,0.291537,0.444816,1,0.56306,1.171,29.7333,0.6342,8,1,8,34,34,34,"0.3446","<.0001","0.7434",0.46272,5.353404,0.128787,0.525055,2.49e-05,0.86653,0,1,0,1,0.333333
"AT1G70610","Symbols: ATTAP1, TAP1 | transporter associated with antigen processing protein 1 | chr1:26621961-26626503 FORWARD LENGTH=2400",0.477133,0.477133,0.575716,1,0.44749,1.5812,7.62444,0.7714,8,1,8,34,34,34,"0.1672","0.0092","0.6301",0.776809,2.035441,0.200591,0.304189,0.025786,0.787254,0,1,0,1,0.333333
"AT1G70630","Symbols:  | Nucleotide-diphospho-sugar transferase family protein | chr1:26631232-26634102 FORWARD LENGTH=2243",0.014538,0.014538,0.048274,1,0.799226,1.60244,114.82,0.85872,8,1,8,34,34,34,"0.1608","<.0001","0.5596",0.793723,11.71429,0.252086,0.294903,4.19e-11,0.7309,0,1,0,1,0.333333
"AT1G70650","Symbols:  | Ran BP2/NZF zinc finger-like superfamily protein | chr1:26638075-26642268 FORWARD LENGTH=2190",0.00856,0.00856,0.018517,1,0.691819,2.88746,49.346,0.59488,8,1,8,34,34,34,"0.0144","<.0001","0.7752",1.840529,7.38104,0.110606,0.03832,3.47e-07,0.886554,1,1,0,2,0.666667
"AT1G70660","Symbols: MMZ2 | MMS ZWEI homologue 2 | chr1:26640565-26642146 FORWARD LENGTH=802",0.068263,0.068263,0.142973,1,0.681698,2.00972,50.9399,1.07443,8,1,8,34,34,34,"0.0752","<.0001","0.4037",1.124051,7.523453,0.393983,0.158705,2.58e-07,0.586887,0,1,0,1,0.333333
"AT1G70690","Symbols: HWI1, PDLP5 | Receptor-like protein kinase-related family protein | chr1:26652013-26653643 FORWARD LENGTH=1248",0.034947,0.034947,0.303382,1,0.923974,25.3929,149.792,7.37704,8,1,8,33,33,33,"<.0001","<.0001","<.0001",11.26382,13.08686,4.862764,1.05e-10,2.51e-12,7.03e-05,1,1,1,3,1
"AT1G70700","Symbols: JAZ9, TIFY7 | TIFY domain/Divergent CCT motif family protein | chr1:26654768-26657064 FORWARD LENGTH=1247",0.702932,0.702932,1.320453,1,0.645106,1.13101,43.829,1.20967,8,1,8,34,34,34,"0.3682","<.0001","0.3229",0.433933,6.865489,0.490953,0.549861,1.03e-06,0.500837,0,1,0,1,0.333333
"AT1G70760","Symbols: CRR23 | inorganic carbon transport protein-related | chr1:26687230-26688384 FORWARD LENGTH=796",0.108275,0.108275,0.707434,1,0.897965,30.9584,29.9918,2.76534,8,1,8,34,34,34,"<.0001","<.0001","0.0181",12.7111,5.384187,1.74201,5.43e-12,2.33e-05,0.046763,1,1,1,3,1
"AT1G70770","Symbols:  | Protein of unknown function DUF2359, transmembrane | chr1:26687798-26691275 REVERSE LENGTH=2418",0.042578,0.042578,0.105333,1,0.730518,4.18086,41.6437,2.11716,8,1,8,34,34,34,"0.0014","<.0001","0.0613",2.839135,6.650753,1.212193,0.004908,1.61e-06,0.134027,1,1,0,2,0.666667
"AT1G70790","Symbols:  | Calcium-dependent lipid-binding (CaLB domain) family protein | chr1:26700412-26702342 FORWARD LENGTH=872",0.034991,0.034991,0.118183,1,0.802619,1.32991,113.006,0.94601,8,1,8,34,34,34,"0.2625","<.0001","0.4929",0.580907,11.62298,0.307263,0.430613,5.04e-11,0.67267,0,1,0,1,0.333333
"AT1G70810","Symbols:  | Calcium-dependent lipid-binding (CaLB domain) family protein | chr1:26704130-26705236 FORWARD LENGTH=720",0.176238,0.176238,1.151006,1,0.897922,31.0415,18.3452,3.64279,8,1,8,34,34,34,"<.0001","0.0001","0.0037",12.72812,3.845216,2.434533,5.23e-12,0.000595,0.011321,1,1,1,3,1
"AT1G70820","Symbols:  | phosphoglucomutase, putative / glucose phosphomutase, putative | chr1:26705518-26708264 FORWARD LENGTH=2154",0.283954,0.283954,1.963874,1,0.903608,6.40575,260.439,1.28276,8,1,8,34,34,34,"<.0001","<.0001","0.2849",4.343796,16.77969,0.545273,0.000208,1.47e-15,0.457409,1,1,0,2,0.666667
"AT1G70840","Symbols: MLP31 | MLP-like protein 31 | chr1:26712982-26714066 REVERSE LENGTH=756",0.00936,0.00936,0.012017,1,0.480734,1.43282,8.70133,1.44652,8,1,8,34,34,34,"0.2187","0.0057","0.2134",0.660052,2.242647,0.670712,0.37506,0.016834,0.367962,0,1,0,1,0.333333
"AT1G70870","Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26721020-26721563 REVERSE LENGTH=420",0.003255,0.003255,0.008488,1,0.744308,7.53409,27.6824,1.35198,8,1,8,34,34,34,"<.0001","<.0001","0.2525",5.014016,5.104399,0.597731,5.1e-05,4.2e-05,0.418252,1,1,0,2,0.666667
"AT1G70900","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G23110.4); Has 57 Blast hits to 57 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 57; Viruses - 0; Other Eukaryotes - 0 (s",0.077993,0.077993,0.242328,1,0.785434,8.84439,48.0605,0.84704,8,1,8,34,34,34,"<.0001","<.0001","0.5689",5.727061,7.264128,0.244967,1.13e-05,4.44e-07,0.738506,1,1,0,2,0.666667
